Reaction Name,cost,Macromolecule ID,Macromolecule stoichiometry,EC number,turnover number
R_THMtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_THRA2,836.0,b2551,2.0,not found,0
R_THRA2_duplicate_2,1336.0,b0870,4.0,not found,0
R_THRA,836.0,b2551,2.0,4.1.2.5,1.2549457392560204
R_THRA_duplicate_2,1336.0,b0870,4.0,not found,0
R_THRD,1372.0,b3616,4.0,1.1.1.1,8.950317515357224
R_THRD_L,1320.0,b3117,4.0,4.3.1.1,169.37458486712436
R_THRD_L_duplicate_2,2060.0,b3772,4.0,not found,0
R_THRPtex,1131.0,b1377,3.0,not found,0
R_THRPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_THRPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_THRPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_THRS,429.0,b0004,1.0,4.2.3.1,5.414794548272353
R_THRTRS,1286.0,b1719,2.0,6.1.1.3,11.156950767684243
R_THRabcpp,367.0,b3460,1.0,not found,0
R_THRt2pp,295.0,b0813,1.0,not found,0
R_THRt2pp_duplicate_2,206.0,b3823,1.0,not found,0
R_THRt2rpp,443.0,b3116,1.0,not found,0
R_THRt4pp,414.0,b3089,1.0,not found,0
R_THRtex,1131.0,b1377,3.0,not found,0
R_THRtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_THRtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_THRtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_THYMtex,1101.0,b2215,3.0,not found,0
R_THYMtex_duplicate_2,1086.0,b0929,3.0,not found,0
R_THYMtex_duplicate_3,1131.0,b1377,3.0,not found,0
R_THYMtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_THZPSN3,482.0,b0423,1.0,not found,0
R_TKT1,1330.0,b2935,2.0,2.2.1.1,410000.00000000006
R_TKT1_duplicate_2,1338.0,b2465,2.0,not found,0
R_TKT2,1330.0,b2935,2.0,2.2.1.1,410000.00000000006
R_TKT2_duplicate_2,1338.0,b2465,2.0,not found,0
R_TMAOR1,209.0,b0895,1.0,not found,0
R_TMAOR1_duplicate_2,209.0,b1589,1.0,not found,0
R_TMAOR1pp,390.0,b0996,1.0,not found,0
R_TMAOR1pp_duplicate_2,810.0,b1872,1.0,not found,0
R_TMAOR2,209.0,b0895,1.0,not found,0
R_TMAOR2pp,390.0,b0996,1.0,not found,0
R_TMAOR2pp_duplicate_2,810.0,b1872,1.0,not found,0
R_TMAOtex,1131.0,b1377,3.0,not found,0
R_TMAOtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_TMAOtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_TMAOtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_TMAtex,1131.0,b1377,3.0,not found,0
R_TMAtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_TMAtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_TMAtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_TMDK1,820.0,b1238,4.0,2.7.1.2,25.646061171419976
R_TMDPP,880.0,b4382,2.0,2.4.2.4,6.62186447994602
R_TMDS,528.0,b2827,2.0,2.1.1.4,0
R_TMK,274.0,b1106,1.0,2.7.1.8,0
R_TMPK,325.0,b0417,1.0,2.7.4.1,5.0600000000000005
R_TMPPP,212.0,b3993,1.0,2.5.1.3,nan
R_TPI,510.0,b3919,2.0,5.3.1.1,1955.6453131680673
R_TPRDCOAS,292.0,b0613,1.0,2.4.2.5,1955.6453131680673
R_TRDR,109.0,b3781,1.0,1.8.1.9,12.717091333485735
R_TRDR_duplicate_2,644.0,b0888,2.0,not found,0
R_TRE6PH,551.0,b4239,1.0,3.2.1.9,0
R_TRE6PP,267.0,b1897,1.0,3.1.3.1,113.60000000000002
R_TRE6PS,1896.0,b1896,4.0,2.4.1.1,2.678607705960832
R_TREH,549.0,b3519,1.0,3.2.1.2,0
R_TREHpp,565.0,b1197,1.0,3.2.1.2,0
R_TREptspp,1152.0,b2416,2.0,2.7.1.6,0.14144665061485215
R_TREtex,1131.0,b1377,3.0,not found,0
R_TREtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_TREtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_TREtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_TRPAS2,1888.0,b3708,4.0,4.1.99.,0.14144665061485215
R_TRPS1,536.0,b1260,2.0,4.2.1.2,67.04734968279973
R_TRPS2,536.0,b1260,2.0,4.2.1.2,67.04734968279973
R_TRPS3,536.0,b1260,2.0,4.2.1.2,67.04734968279973
R_TRPTRS,668.0,b3384,2.0,6.1.1.2,8.901123524589467
R_TRPt2rpp,293.0,b1473,1.0,not found,0
R_TRPt2rpp_duplicate_2,414.0,b3161,1.0,not found,0
R_TRPt2rpp_duplicate_3,415.0,b3709,1.0,not found,0
R_TRPt2rpp_duplicate_4,457.0,b0112,1.0,not found,0
R_TRPtex,1131.0,b1377,3.0,not found,0
R_TRPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_TRPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_TRPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_TRSARr,292.0,b0509,1.0,1.1.1.6,20.10546406337953
R_TRSARr_duplicate_2,294.0,b3125,1.0,not found,0
R_TSULabcpp,277.0,b2424,1.0,3.6.3.2,0
R_TSULabcpp_duplicate_2,291.0,b2423,1.0,not found,0
R_TSULtex,1131.0,b1377,3.0,not found,0
R_TSULtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_TSULtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_TSULtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_TTDCAtexi,892.0,b2344,2.0,not found,0
R_TTDCEAtexi,892.0,b2344,2.0,not found,0
R_TTRCYCtex,1086.0,b0929,3.0,not found,0
R_TTRCYCtex_duplicate_2,1131.0,b1377,3.0,not found,0
R_TTRCYCtex_duplicate_3,1101.0,b2215,3.0,not found,0
R_TTRCYCtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_TTRCYCtpp,3147.0,b0462,3.0,not found,0
R_TTRCYCtpp_duplicate_2,1037.0,b2470,1.0,not found,0
R_TUNGSabcpp,458.0,b0764,2.0,3.6.3.5,0
R_TUNGStex,1053.0,b0241,3.0,not found,0
R_TUNGStex_duplicate_2,1101.0,b2215,3.0,not found,0
R_TUNGStex_duplicate_3,1131.0,b1377,3.0,not found,0
R_TUNGStex_duplicate_4,1086.0,b0929,3.0,not found,0
R_TYMtex,1131.0,b1377,3.0,not found,0
R_TYMtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_TYMtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_TYMtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_TYRL,1024.0,b3991,4.0,4.1.99.,0
R_TYROXDApp,1524.0,b1386,2.0,1.4.99.,0
R_TYRPpp,952.0,b4055,4.0,not found,0
R_TYRPtex,1086.0,b0929,3.0,not found,0
R_TYRPtex_duplicate_2,1101.0,b2215,3.0,not found,0
R_TYRPtex_duplicate_3,1053.0,b0241,3.0,not found,0
R_TYRPtex_duplicate_4,1131.0,b1377,3.0,not found,0
R_TYRTA,796.0,b4054,2.0,2.6.1.9,1.1731302063099633
R_TYRTA_duplicate_2,794.0,b0928,2.0,not found,0
R_TYRTRS,848.0,b1637,2.0,6.1.1.1,0.5354524877928579
R_TYRt2rpp,457.0,b0112,1.0,not found,0
R_TYRt2rpp_duplicate_2,293.0,b1473,1.0,not found,0
R_TYRt2rpp_duplicate_3,403.0,b1907,1.0,not found,0
R_TYRt2rpp_duplicate_4,458.0,b0576,1.0,not found,0
R_TYRtex,1131.0,b1377,3.0,not found,0
R_TYRtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_TYRtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_TYRtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_U23GAAT,1023.0,b0179,3.0,2.3.1.1,0.4142463035441596
R_UAAGDS,496.0,b0085,1.0,6.3.2.1,1.4
R_UACGALPpp,552.0,b0480,1.0,3.6.1.4,0
R_UACGAMPpp,552.0,b0480,1.0,3.6.1.4,0
R_UACGAMtex,1131.0,b1377,3.0,not found,0
R_UACGAMtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_UACGAMtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_UACGAMtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_UACMAMO,840.0,b3787,2.0,1.1.1.3,1.764520262480233
R_UAG2E,752.0,b3786,2.0,5.1.3.1,0.760811522746998
R_UAGAAT,78.0,b1094,1.0,2.3.1.1,0.4142463035441596
R_UAGCVT,419.0,b3189,1.0,2.5.1.7,4.0024992192379
R_UAGDP,1371.0,b3730,3.0,2.7.7.2,0
R_UAGPT3,355.0,b0090,1.0,2.4.1.2,0
R_UAMAGS,438.0,b0088,1.0,6.3.2.9,0.125911783565642
R_UAMAS,491.0,b0091,1.0,6.3.2.8,14.539958693980246
R_UAPGR,343.0,b3972,1.0,1.3.1.9,0.12138368918433805
R_UDCPDP,254.0,b1278,1.0,not found,0
R_UDCPDP_duplicate_2,198.0,b0841,1.0,not found,0
R_UDCPDP_duplicate_3,273.0,b3057,1.0,not found,0
R_UDCPDPS,510.0,b0174,2.0,2.5.1.M,0.12138368918433805
R_UDCPDPpp,273.0,b3057,1.0,not found,0
R_UDCPDPpp_duplicate_2,254.0,b1278,1.0,not found,0
R_UDCPDPpp_duplicate_3,198.0,b0841,1.0,not found,0
R_UDPACGALtex,1131.0,b1377,3.0,not found,0
R_UDPACGALtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_UDPACGALtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_UDPACGALtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_UDPG4E,678.0,b0759,2.0,5.1.3.2,20.132958765707397
R_UDPGALM,736.0,b2036,2.0,5.4.99.,20.132958765707397
R_UDPGALPpp,552.0,b0480,1.0,3.6.1.4,0
R_UDPGALtex,1131.0,b1377,3.0,not found,0
R_UDPGALtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_UDPGALtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_UDPGALtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_UDPGD,388.0,b2028,1.0,1.1.1.2,55.76482656011386
R_UDPGDC,3960.0,b2255,6.0,1.1.1.3,1.764520262480233
R_UDPGLCURtex,1131.0,b1377,3.0,not found,0
R_UDPGLCURtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_UDPGLCURtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_UDPGLCURtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_UDPGPpp,552.0,b0480,1.0,3.6.1.9,105.9456534595897
R_UDPGtex,1131.0,b1377,3.0,not found,0
R_UDPGtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_UDPGtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_UDPGtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_UDPKAAT,772.0,b2253,2.0,2.6.1.8,105.9456534595897
R_UGLCURPpp,552.0,b0480,1.0,not found,0
R_UGLT,698.0,b0758,2.0,2.7.7.1,5.144523653219183
R_UGLYCH,322.0,b0505,2.0,3.5.3.1,0
R_UGMDDS,452.0,b0086,1.0,6.3.2.1,1.4
R_UHGADA,306.0,b0096,1.0,3.5.1.1,36.800000000000004
R_ULA4NFT,3960.0,b2255,6.0,2.1.2.1,13.17
R_ULA4Ntppi,111.0,b4544,1.0,not found,0
R_UM3PL,458.0,b4233,1.0,not found,0
R_UM4PCP,304.0,b1192,1.0,not found,0
R_UM4PL,458.0,b4233,1.0,not found,0
R_UMPK,227.0,b0910,1.0,2.7.4.4,0
R_UMPK_duplicate_2,1446.0,b0171,6.0,not found,0
R_UMPtex,1101.0,b2215,3.0,not found,0
R_UMPtex_duplicate_2,1086.0,b0929,3.0,not found,0
R_UMPtex_duplicate_3,1131.0,b1377,3.0,not found,0
R_UMPtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_UPLA4FNF,296.0,b2256,1.0,not found,0
R_UPLA4FNT,322.0,b2254,1.0,not found,0
R_UPP3MT,393.0,b3803,1.0,2.1.1.1,0
R_UPP3MT_duplicate_2,457.0,b3368,1.0,not found,0
R_UPP3S,246.0,b3804,1.0,4.2.1.7,0.5346702402069883
R_UPPDC1,708.0,b3997,2.0,4.1.1.3,0
R_UPPRT,627.0,b2498,3.0,2.4.2.9,nan
R_URACPAH,230.0,b1011,1.0,3.5.1.1,36.800000000000004
R_URAt2pp_copy1,429.0,b2497,1.0,not found,0
R_URAt2pp_copy2,442.0,b1006,1.0,not found,0
R_URAtex,1131.0,b1377,3.0,not found,0
R_URAtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_URAtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_URAtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_URDGLYCD,698.0,b0517,2.0,1.1.1.3,1.764520262480233
R_UREAtex,1131.0,b1377,3.0,not found,0
R_UREAtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_UREAtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_UREAtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_UREAtpp,1132.0,b3927,4.0,not found,0
R_URIH,311.0,b0651,1.0,3.2.2.3,2.807321737725713
R_URIH_duplicate_2,1256.0,b2162,4.0,not found,0
R_URIH_duplicate_3,304.0,b0030,1.0,not found,0
R_URIK2,852.0,b2066,4.0,2.7.1.4,494.00000000000017
R_URIt2pp_copy1,400.0,b2393,1.0,not found,0
R_URIt2pp_copy1_duplicate_2,418.0,b2964,1.0,not found,0
R_URIt2pp_copy2,418.0,b2406,1.0,not found,0
R_URItex,294.0,b0411,1.0,not found,0
R_USHD,242.0,b0524,1.0,3.6.1.5,0
R_VALTA,1860.0,b3770,6.0,2.6.1.6,0
R_VALTRS,951.0,b4258,1.0,6.1.1.9,2.180797060053916
R_VALabcpp,367.0,b3460,1.0,not found,0
R_VALt2rpp,439.0,b0401,1.0,not found,0
R_VALt2rpp_duplicate_2,111.0,b2683,1.0,not found,0
R_VALtex,1131.0,b1377,3.0,not found,0
R_VALtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_VALtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_VALtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_VPAMTr,836.0,b3572,2.0,2.6.1.6,0
R_WCOS,824.0,b0827,2.0,not found,0
R_X5PL3E,284.0,b4197,1.0,5.1.3.2,20.132958765707397
R_XAND,293.0,b2867,1.0,1.17.1.,20.132958765707397
R_XANt2pp,463.0,b3654,1.0,not found,0
R_XANt2pp_duplicate_2,466.0,b2882,1.0,not found,0
R_XANtex,1131.0,b1377,3.0,not found,0
R_XANtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_XANtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_XANtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_XMPtex,1131.0,b1377,3.0,not found,0
R_XMPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_XMPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_XMPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_XPPT,612.0,b0238,4.0,2.4.2.8,1.0002512201227234
R_XTSNH,304.0,b0030,1.0,3.2.2.1,4.910690464508772
R_XTSNt2rpp,418.0,b2406,1.0,not found,0
R_XTSNtex,1131.0,b1377,3.0,not found,0
R_XTSNtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_XTSNtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_XTSNtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_XYLI1,1768.0,b3565,4.0,5.3.1.5,21.753070714503995
R_XYLI2,1768.0,b3565,4.0,5.3.1.5,21.753070714503995
R_XYLK,566.0,b0063,1.0,2.7.1.1,0
R_XYLK_duplicate_2,484.0,b3564,1.0,not found,0
R_XYLK2,566.0,b0063,1.0,2.7.1.5,41.336248773213136
R_XYLK2_duplicate_2,996.0,b3580,2.0,not found,0
R_XYLUt2pp,425.0,b3578,1.0,not found,0
R_XYLUtex,1131.0,b1377,3.0,not found,0
R_XYLUtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_XYLUtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_XYLUtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_XYLabcpp,1026.0,b3567,2.0,not found,0
R_XYLt2pp,491.0,b4031,1.0,not found,0
R_XYLtex,1131.0,b1377,3.0,not found,0
R_XYLtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_XYLtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_XYLtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_ZN2abcpp,732.0,b3469,1.0,3.6.3.5,0
R_ZN2t3pp,600.0,b3915,2.0,not found,0
R_ZN2t3pp_duplicate_2,313.0,b0752,1.0,not found,0
R_ZN2tpp,257.0,b3040,1.0,not found,0
R_ZNabcpp,522.0,b1859,2.0,3.6.3.5,0
R_Zn2tex,1131.0,b1377,3.0,not found,0
R_Zn2tex_duplicate_2,1053.0,b0241,3.0,not found,0
R_Zn2tex_duplicate_3,1086.0,b0929,3.0,not found,0
R_Zn2tex_duplicate_4,1101.0,b2215,3.0,not found,0
Reaction Name,cost,Macromolecule ID,Macromolecule stoichiometry,EC number,turnover number
R_pqqtex,1053.0,b0241,3.0,not found,0
R_pqqtex_duplicate_2,1086.0,b0929,3.0,not found,0
R_pqqtex_duplicate_3,1131.0,b1377,3.0,not found,0
R_pqqtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_12PPDRtex,1131.0,b1377,3.0,not found,0
R_12PPDRtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_12PPDRtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_12PPDRtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_12PPDStex,1131.0,b1377,3.0,not found,0
R_12PPDStex_duplicate_2,1053.0,b0241,3.0,not found,0
R_12PPDStex_duplicate_3,1086.0,b0929,3.0,not found,0
R_12PPDStex_duplicate_4,1101.0,b2215,3.0,not found,0
R_14GLUCANabcpp,296.0,b4032,1.0,not found,0
R_14GLUCANtexi,1338.0,b4036,3.0,2.4.1.1,2.678607705960832
R_23CAMPtex,1131.0,b1377,3.0,not found,0
R_23CAMPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_23CAMPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_23CAMPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_23CCMPtex,1131.0,b1377,3.0,not found,0
R_23CCMPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_23CCMPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_23CCMPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_23CGMPtex,1131.0,b1377,3.0,not found,0
R_23CGMPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_23CGMPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_23CGMPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_23CUMPtex,1131.0,b1377,3.0,not found,0
R_23CUMPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_23CUMPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_23CUMPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_23DAPPAtex,1131.0,b1377,3.0,not found,0
R_23DAPPAtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_23DAPPAtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_23DAPPAtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_23PDE2pp,648.0,b4213,1.0,3.1.4.1,20.04844133592435
R_23PDE4pp,648.0,b4213,1.0,3.1.4.1,20.04844133592435
R_23PDE7pp,648.0,b4213,1.0,3.1.4.1,20.04844133592435
R_23PDE9pp,648.0,b4213,1.0,3.1.4.1,20.04844133592435
R_26DAHtex,1131.0,b1377,3.0,not found,0
R_26DAHtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_26DAHtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_26DAHtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_2AGPA120tipp,397.0,b2835,1.0,not found,0
R_2AGPA140tipp,397.0,b2835,1.0,not found,0
R_2AGPA141tipp,397.0,b2835,1.0,not found,0
R_2AGPA160tipp,397.0,b2835,1.0,not found,0
R_2AGPA161tipp,397.0,b2835,1.0,not found,0
R_2AGPA180tipp,397.0,b2835,1.0,not found,0
R_2AGPA181tipp,397.0,b2835,1.0,not found,0
R_2AGPE120tipp,397.0,b2835,1.0,not found,0
R_2AGPE140tipp,397.0,b2835,1.0,not found,0
R_2AGPE141tipp,397.0,b2835,1.0,not found,0
R_2AGPE160tipp,397.0,b2835,1.0,not found,0
R_2AGPE161tipp,397.0,b2835,1.0,not found,0
R_2AGPE180tipp,397.0,b2835,1.0,not found,0
R_2AGPE181tipp,397.0,b2835,1.0,not found,0
R_2AGPEAT120,719.0,b2836,1.0,not found,0
R_2AGPEAT140,719.0,b2836,1.0,not found,0
R_2AGPEAT141,719.0,b2836,1.0,not found,0
R_2AGPEAT160,719.0,b2836,1.0,2.3.1.4,9.000000000000002
R_2AGPEAT161,719.0,b2836,1.0,not found,0
R_2AGPEAT180,719.0,b2836,1.0,2.3.1.4,9.000000000000002
R_2AGPEAT181,719.0,b2836,1.0,not found,0
R_2AGPG120tipp,397.0,b2835,1.0,not found,0
R_2AGPG140tipp,397.0,b2835,1.0,not found,0
R_2AGPG141tipp,397.0,b2835,1.0,not found,0
R_2AGPG160tipp,397.0,b2835,1.0,not found,0
R_2AGPG161tipp,397.0,b2835,1.0,not found,0
R_2AGPG180tipp,397.0,b2835,1.0,not found,0
R_2AGPG181tipp,397.0,b2835,1.0,not found,0
R_2AGPGAT120,719.0,b2836,1.0,not found,0
R_2AGPGAT140,719.0,b2836,1.0,not found,0
R_2AGPGAT141,719.0,b2836,1.0,not found,0
R_2AGPGAT160,719.0,b2836,1.0,not found,0
R_2AGPGAT161,719.0,b2836,1.0,not found,0
R_2AGPGAT180,719.0,b2836,1.0,not found,0
R_2AGPGAT181,719.0,b2836,1.0,not found,0
R_2DGULRGx,648.0,b3553,2.0,not found,0
R_2DGULRGy,648.0,b3553,2.0,not found,0
R_2DGULRx,648.0,b3553,2.0,not found,0
R_2DGULRy,648.0,b3553,2.0,not found,0
R_2MAHMP,273.0,b0446,1.0,3.6.1.-,9.000000000000002
R_2MAHMP_duplicate_2,154.0,b1134,1.0,not found,0
R_34dhpactex,1131.0,b1377,3.0,not found,0
R_34dhpactex_duplicate_2,1053.0,b0241,3.0,not found,0
R_34dhpactex_duplicate_3,1086.0,b0929,3.0,not found,0
R_34dhpactex_duplicate_4,1101.0,b2215,3.0,not found,0
R_3AMACHYD,266.0,b1009,1.0,3.5.1.-,9.000000000000002
R_3AMPtex,1131.0,b1377,3.0,not found,0
R_3AMPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_3AMPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_3AMPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_3CMPtex,1131.0,b1377,3.0,not found,0
R_3CMPtex_duplicate_2,1053.0,b0241,3.0,not found,0
R_3CMPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_3CMPtex_duplicate_4,1101.0,b2215,3.0,not found,0
R_3GMPtex,1101.0,b2215,3.0,not found,0
R_3GMPtex_duplicate_2,1086.0,b0929,3.0,not found,0
R_3GMPtex_duplicate_3,1131.0,b1377,3.0,not found,0
R_3GMPtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_3HAD100,344.0,b0954,2.0,4.2.1.6,9.000000000000002
R_3HAD100_duplicate_2,906.0,b0180,6.0,not found,0
R_3HAD120,906.0,b0180,6.0,4.2.1.6,9.000000000000002
R_3HAD120_duplicate_2,344.0,b0954,2.0,not found,0
R_3HAD121,906.0,b0180,6.0,4.2.1.6,9.000000000000002
R_3HAD121_duplicate_2,344.0,b0954,2.0,not found,0
R_3HAD140,344.0,b0954,2.0,4.2.1.6,9.000000000000002
R_3HAD140_duplicate_2,906.0,b0180,6.0,not found,0
R_3HAD141,344.0,b0954,2.0,4.2.1.6,9.000000000000002
R_3HAD141_duplicate_2,906.0,b0180,6.0,not found,0
R_3HAD160,344.0,b0954,2.0,4.2.1.6,9.000000000000002
R_3HAD160_duplicate_2,906.0,b0180,6.0,not found,0
R_3HAD161,906.0,b0180,6.0,4.2.1.6,9.000000000000002
R_3HAD161_duplicate_2,344.0,b0954,2.0,not found,0
R_3HAD180,344.0,b0954,2.0,4.2.1.6,9.000000000000002
R_3HAD180_duplicate_2,906.0,b0180,6.0,not found,0
R_3HAD181,344.0,b0954,2.0,4.2.1.6,9.000000000000002
R_3HAD181_duplicate_2,906.0,b0180,6.0,not found,0
R_3HAD40,344.0,b0954,2.0,4.2.1.5,0
R_3HAD40_duplicate_2,906.0,b0180,6.0,not found,0
R_3HAD60,344.0,b0954,2.0,4.2.1.5,0
R_3HAD60_duplicate_2,906.0,b0180,6.0,not found,0
R_3HAD80,344.0,b0954,2.0,4.2.1.6,1.8
R_3HAD80_duplicate_2,906.0,b0180,6.0,not found,0
R_3HCINNMH,555.0,b0347,1.0,1.14.13,1.8
R_3HPPPNH,555.0,b0347,1.0,1.14.13,1.8
R_3HPPtex,1101.0,b2215,3.0,not found,0
R_3HPPtex_duplicate_2,1131.0,b1377,3.0,not found,0
R_3HPPtex_duplicate_3,1086.0,b0929,3.0,not found,0
R_3HPPtex_duplicate_4,1053.0,b0241,3.0,not found,0
R_3KGK,996.0,b3580,2.0,2.7.1.5,1.8
R_3NTD2pp,648.0,b4213,1.0,3.1.3.6,3.3245094069664316
R_3NTD4pp,648.0,b4213,1.0,3.1.3.6,3.3245094069664316
R_3NTD7pp,648.0,b4213,1.0,3.1.3.6,3.3245094069664316
R_3NTD9pp,648.0,b4213,1.0,3.1.3.6,3.3245094069664316
R_3OAR100,976.0,b1093,4.0,2.3.1.8,223.159136044214
R_3OAR120,976.0,b1093,4.0,2.3.1.8,223.159136044214
R_3OAR121,976.0,b1093,4.0,1.1.1.1,8.950317515357224
R_3OAR140,976.0,b1093,4.0,2.3.1.8,223.159136044214
R_3OAR141,976.0,b1093,4.0,1.1.1.1,8.950317515357224
R_3OAR160,976.0,b1093,4.0,2.3.1.8,223.159136044214
R_3OAR161,976.0,b1093,4.0,1.1.1.1,8.950317515357224
R_3OAR180,976.0,b1093,4.0,1.1.1.1,8.950317515357224
R_3OAR181,976.0,b1093,4.0,1.1.1.1,8.950317515357224
R_3OAR40,976.0,b1093,4.0,1.1.1.1,8.950317515357224
R_3OAR60,976.0,b1093,4.0,2.3.1.8,223.159136044214
R_3OAR80,976.0,b1093,4.0,2.3.1.8,223.159136044214
R_3OAS100,812.0,b2323,2.0,2.3.1.8,223.159136044214
R_3OAS100_duplicate_2,826.0,b1095,2.0,not found,0
R_3OAS120,826.0,b1095,2.0,2.3.1.8,223.159136044214
R_3OAS120_duplicate_2,812.0,b2323,2.0,not found,0
R_3OAS121,812.0,b2323,2.0,2.3.1.4,9.000000000000002
R_3OAS140,812.0,b2323,2.0,2.3.1.8,223.159136044214
R_3OAS140_duplicate_2,826.0,b1095,2.0,not found,0
R_3OAS141,812.0,b2323,2.0,2.3.1.4,9.000000000000002
R_3OAS160,812.0,b2323,2.0,2.3.1.8,223.159136044214
R_3OAS160_duplicate_2,826.0,b1095,2.0,not found,0
R_3OAS161,812.0,b2323,2.0,2.3.1.4,9.000000000000002
R_3OAS180,826.0,b1095,2.0,2.3.1.4,9.000000000000002
